SampleID,Layer,Component,Quantity,,,,,,,,,
HONDA NH603P (S1),2,BC 4111,7.3,,,,,,,,,
HONDA NH603P (S1),2,BC 4811,2.6,,,,,,,,,
HONDA NH603P (S1),2,BC 4110,8.2,,,,,,,,,
HYUNDAI UU9 (S1),1,BC 4002,3.9,,,,,,,,,
HYUNDAI UU9 (S1),1,BC 4440,50.5,,,,,,,,,
HYUNDAI UU9 (S1),1,XB 4704,20.3,,,,,,,,,
HYUNDAI UU9 (S1),1,BC 4811,8.4,,,,,,,,,
HYUNDAI UU9 (S1),1,BC 4010,5,,,,,,,,,
HYUNDAI UU9 (S1),1,BC 4084,4.2,,,,,,,,,
HYUNDAI UU9 (S1),1,BC 4510,1,,,,,,,,,
HYUNDAI UU9 (S1),1,BC 4110,6.7,,,,,,,,,
HYUNDAI US (S1),1,BC 4002,12.7,,,,,,,,,
HYUNDAI US (S1),1,BC 4811,38.2,,,,,,,,,
HYUNDAI US (S1),1,BC 4640,20.3,,,,,,,,,
HYUNDAI US (S1),1,BC 4047,15.7,,,,,,,,,
HYUNDAI US (S1),1,BC 4518,5.1,,,,,,,,,
HYUNDAI US (S1),1,BC 4517,5.1,,,,,,,,,
HYUNDAI US (S1),1,BC 4202,2.9,,,,,,,,,
KIA B2Y- (S2),1,BC 4002,2.6,,,,,,,,,
KIA B2Y- (S2),1,BC 4526,36.3,,,,,,,,,
KIA B2Y- (S2),1,XB 4091,23.2,,,,,,,,,
KIA B2Y- (S2),1,BC 4019,9.3,,,,,,,,,
KIA B2Y- (S2),1,BC 4561,8,,,,,,,,,
KIA B2Y- (S2),1,BC 4162,5.5,,,,,,,,,
KIA B2Y- (S2),1,BC 4117,3.9,,,,,,,,,
KIA B2Y- (S2),1,BC 4681,1.8,,,,,,,,,
KIA B2Y- (S2),1,BC 4517,0.9,,,,,,,,,
KIA B2Y- (S2),1,BC 4110,8.5,,,,,,,,,
MERCEDES 775 (S1),1,BC 4002,4.1,,,,,,,,,
MERCEDES 775 (S1),1,BC 4117,41.3,,,,,,,,,
MERCEDES 775 (S1),1,BC 4811,32.5,,,,,,,,,
MERCEDES 775 (S1),1,BC 4517,11.8,,,,,,,,,
MERCEDES 775 (S1),1,BC 4519,3.1,,,,,,,,,
MERCEDES 775 (S1),1,BC 4025,0.9,,,,,,,,,
MERCEDES 775 (S1),1,BC 4202,0.4,,,,,,,,,
MERCEDES 775 (S1),1,BC 4047,0.3,,,,,,,,,
MERCEDES 775 (S1),1,BC 4640,0.1,,,,,,,,,
MERCEDES 775 (S1),1,BC 4110,5.5,,,,,,,,,
NISSAN RCA (S1),1,BC 4002,4.6,,,,,,,,,
NISSAN RCA (S1),1,BC 4117,26.2,,,,,,,,,
NISSAN RCA (S1),1,BC 4640,24,,,,,,,,,
NISSAN RCA (S1),1,BC 4440,11.7,,,,,,,,,
NISSAN RCA (S1),1,BC 4510,6.8,,,,,,,,,
NISSAN RCA (S1),1,BC 4517,6,,,,,,,,,
NISSAN RCA (S1),1,BC 4041,5.2,,,,,,,,,
NISSAN RCA (S1),1,BC 4811,4.1,,,,,,,,,
NISSAN RCA (S1),1,BC 4030,3.5,,,,,,,,,
NISSAN RCA (S1),1,BC 4681,2.5,,,,,,,,,
NISSAN RCA (S1),1,BC 4110,5.4,,,,,,,,,
NISSAN KT4 (S1),1,BC 4002,10.1,,,,,,,,,
NISSAN KT4 (S1),1,BC 4025,41.1,,,,,,,,,
NISSAN KT4 (S1),1,BC 4111,23.6,,,,,,,,,
NISSAN KT4 (S1),1,BC 4202,12.9,,,,,,,,,
NISSAN KT4 (S1),1,BC 4080,5.8,,,,,,,,,
NISSAN KT4 (S1),1,BC 4084,2.3,,,,,,,,,
NISSAN KT4 (S1),1,BC 4047,2.1,,,,,,,,,
NISSAN KT4 (S1),1,BC 4510,1.3,,,,,,,,,
NISSAN KT4 (S1),1,BC 4188,0.8,,,,,,,,,
NISSAN KT4 (S2),1,BC 4002,3.3,,,,,,,,,
NISSAN KT4 (S2),1,BC 4025,45.1,,,,,,,,,
NISSAN KT4 (S2),1,BC 4202,18.3,,,,,,,,,
NISSAN KT4 (S2),1,BC 4111,18.3,,,,,,,,,
NISSAN KT4 (S2),1,BC 4010,3.6,,,,,,,,,
NISSAN KT4 (S2),1,BC 4047,3.3,,,,,,,,,
NISSAN KT4 (S2),1,BC 4974,3.1,,,,,,,,,
NISSAN KT4 (S2),1,BC 4188,2.3,,,,,,,,,
NISSAN KT4 (S2),1,BC 4080,1.9,,,,,,,,,
NISSAN KT4 (S2),1,BC 4811,0.8,,,,,,,,,
OPEL 22T (S1),1,BC 4002,3,,,,,,,,,
OPEL 22T (S1),1,BC 4025,46.6,,,,,,,,,
OPEL 22T (S1),1,BC 4047,29.4,,,,,,,,,
OPEL 22T (S1),1,XB 4704,7.2,,,,,,,,,
OPEL 22T (S1),1,BC 4640,4.4,,,,,,,,,
OPEL 22T (S1),1,BC 4010,3.3,,,,,,,,,
OPEL 22T (S1),1,BC 4030,2.6,,,,,,,,,
OPEL 22T (S1),1,BC 4202,2.1,,,,,,,,,
OPEL 22T (S1),1,BC 4934,1.4,,,,,,,,,
PEUGEOT KDR (S1),1,BC 4002,4.1,,,,,,,,,
PEUGEOT KDR (S1),1,BC 4985,23.3,,,,,,,,,
PEUGEOT KDR (S1),1,BC 4811,19,,,,,,,,,
PEUGEOT KDR (S1),1,BC 4030,18.8,,,,,,,,,
PEUGEOT KDR (S1),1,BC 4010,12.8,,,,,,,,,
PEUGEOT KDR (S1),1,BC 4082,10.3,,,,,,,,,
PEUGEOT KDR (S1),1,BC 4188,8.3,,,,,,,,,
PEUGEOT KDR (S1),1,BC 4510,3.4,,,,,,,,,
PEUGEOT KKS (S1),1,BC 4002,4.1,,,,,,,,,
PEUGEOT KKS (S1),1,BC 4202,28.3,,,,,,,,,
PEUGEOT KKS (S1),1,BC 4518,24.4,,,,,,,,,
PEUGEOT KKS (S1),1,BC 4014,12.1,,,,,,,,,
PEUGEOT KKS (S1),1,BC 4934,6,,,,,,,,,
PEUGEOT KKS (S1),1,BC 4510,4.4,,,,,,,,,
PEUGEOT KKS (S1),1,BC 4080,2.4,,,,,,,,,
PEUGEOT KKS (S1),1,BC 4082,2.1,,,,,,,,,
PEUGEOT KKS (S1),1,BC 4640,1.1,,,,,,,,,
PEUGEOT KKS (S1),1,BC 4188,0.5,,,,,,,,,
PEUGEOT KKS (S1),1,BC 4110,14.6,,,,,,,,,
PEUGEOT EDZ (S1),1,BC 4002,1.8,,,,,,,,,
PEUGEOT EDZ (S1),1,BC 4025,34.6,,,,,,,,,
PEUGEOT EDZ (S1),1,XB 4504,19.7,,,,,,,,,
PEUGEOT EDZ (S1),1,BC 4047,13,,,,,,,,,
PEUGEOT EDZ (S1),1,BC 4202,8.1,,,,,,,,,
PEUGEOT EDZ (S1),1,BC 4050,7.3,,,,,,,,,
PEUGEOT EDZ (S1),1,BC 4117,3.6,,,,,,,,,
PEUGEOT EDZ (S1),1,BC 4580,2.3,,,,,,,,,
PEUGEOT EDZ (S1),1,BC 4518,1.7,,,,,,,,,
PEUGEOT EDZ (S1),1,BC 4517,1.1,,,,,,,,,
PEUGEOT EDZ (S1),1,BC 4110,6.8,,,,,,,,,
PORSCHE M5E (S1),1,BC 4002,3.7,,,,,,,,,
PORSCHE M5E (S1),1,BC 4202,24.4,,,,,,,,,
PORSCHE M5E (S1),1,BC 4111,23,,,,,,,,,
PORSCHE M5E (S1),1,BC 4047,14.7,,,,,,,,,
PORSCHE M5E (S1),1,BC 4117,12.7,,,,,,,,,
PORSCHE M5E (S1),1,XB 4091,9.5,,,,,,,,,
PORSCHE M5E (S1),1,BC 4510,4,,,,,,,,,
PORSCHE M5E (S1),1,BC 4519,3.5,,,,,,,,,
PORSCHE M5E (S1),1,BC 4110,4.5,,,,,,,,,
SEAT 0X1 (S1),1,BC 4002,3.6,,,,,,,,,
SEAT 0X1 (S1),1,XB 4581,71.4,,,,,,,,,
SEAT 0X1 (S1),1,BC 4084,7.2,,,,,,,,,
SEAT 0X1 (S1),1,BC 4582,6,,,,,,,,,
SEAT 0X1 (S1),1,BC 4082,3.6,,,,,,,,,
SEAT 0X1 (S1),1,BC 4010,2.5,,,,,,,,,
SEAT 0X1 (S1),1,BC 4110,5.7,,,,,,,,,
SEAT 0X1 (S1),2,BC 4002,3.6,,,,,,,,,
SEAT 0X1 (S1),2,BC 4010,83.7,,,,,,,,,
SEAT 0X1 (S1),2,BC 4084,8.3,,,,,,,,,
SEAT 0X1 (S1),2,BC 4582,4.4,,,,,,,,,
SKODA 9986 (S1),1,BC 4002,4.6,,,,,,,,,
SKODA 9986 (S1),1,BC 4202,29.4,,,,,,,,,
SKODA 9986 (S1),1,BC 4811,22,,,,,,,,,
SKODA 9986 (S1),1,XB 4091,12.6,,,,,,,,,
SKODA 9986 (S1),1,BC 4188,7.6,,,,,,,,,
SKODA 9986 (S1),1,BC 4440,7.6,,,,,,,,,
SKODA 9986 (S1),1,BC 4111,6.8,,,,,,,,,
SKODA 9986 (S1),1,BC 4047,5,,,,,,,,,
SKODA 9986 (S1),1,BC 4934,3.1,,,,,,,,,
SKODA 9986 (S1),1,BC 4110,1.3,,,,,,,,,
SSANGYONG RAM (S1),1,BC 4002,3.2,,,,,,,,,
SSANGYONG RAM (S1),1,BC 4681,47.3,,,,,,,,,
SSANGYONG RAM (S1),1,BC 4283,26.3,,,,,,,,,
SSANGYONG RAM (S1),1,BC 4188,9.7,,,,,,,,,
SSANGYONG RAM (S1),1,BC 4010,7.3,,,,,,,,,
SSANGYONG RAM (S1),1,XB 4091,5.2,,,,,,,,,
SSANGYONG RAM (S1),1,BC 4934,1,,,,,,,,,
SUZUKI ZVR (S1),1,BC 4002,4.1,,,,,,,,,
SUZUKI ZVR (S1),1,BC 4019,91.2,,,,,,,,,
SUZUKI ZVR (S1),1,BC 4560,1.9,,,,,,,,,
SUZUKI ZVR (S1),1,BC 4202,1.1,,,,,,,,,
SUZUKI ZVR (S1),1,BC 4941,1.1,,,,,,,,,
SUZUKI ZVR (S1),1,BC 4980,0.6,,,,,,,,,
SUZUKI ZVR (S1),2,BC 4002,6.4,,,,,,,,,
SUZUKI ZVR (S1),2,BC 4010,47.6,,,,,,,,,
SUZUKI ZVR (S1),2,XB 4091,23.4,,,,,,,,,
SUZUKI ZVR (S1),2,BC 4510,8.1,,,,,,,,,
SUZUKI ZVR (S1),2,BC 4111,7.9,,,,,,,,,
SUZUKI ZVR (S1),2,BC 4811,1.9,,,,,,,,,
SUZUKI ZVR (S1),2,BC 4110,4.7,,,,,,,,,
SUZUKI ZTR (S1),1,BC 4002,3.9,,,,,,,,,
SUZUKI ZTR (S1),1,BC 4019,84.9,,,,,,,,,
SUZUKI ZTR (S1),1,BC 4960,6.8,,,,,,,,,
SUZUKI ZTR (S1),1,BC 4025,4.2,,,,,,,,,
SUZUKI ZTR (S1),1,BC 4941,0.2,,,,,,,,,
SUZUKI ZTR (S1),2,BC 4002,7.2,,,,,,,,,
SUZUKI ZTR (S1),2,BC 4010,56.6,,,,,,,,,
SUZUKI ZTR (S1),2,BC 4111,14.7,,,,,,,,,
SUZUKI ZTR (S1),2,XB 4091,5,,,,,,,,,
SUZUKI ZTR (S1),2,BC 4811,0.6,,,,,,,,,
SUZUKI ZTR (S1),2,BC 4110,15.9,,,,,,,,,
SUZUKI ZWG (S1),1,BC 4002,3.9,,,,,,,,,
SUZUKI ZWG (S1),1,BC 4041,37,,,,,,,,,
SUZUKI ZWG (S1),1,XB 4704,22.2,,,,,,,,,
SUZUKI ZWG (S1),1,BC 4010,11.1,,,,,,,,,
SUZUKI ZWG (S1),1,BC 4640,10.1,,,,,,,,,
SUZUKI ZWG (S1),1,BC 4017,4.1,,,,,,,,,
SUZUKI ZWG (S1),1,BC 4117,4,,,,,,,,,
SUZUKI ZWG (S1),1,BC 4517,1.8,,,,,,,,,
SUZUKI ZWG (S1),1,BC 4941,1.8,,,,,,,,,
SUZUKI ZWG (S1),1,BC 4030,1.4,,,,,,,,,
SUZUKI ZWG (S1),1,BC 4110,2.6,,,,,,,,,
SUZUKI ZQQ (S1),1,BC 4002,4.1,,,,,,,,,
SUZUKI ZQQ (S1),1,BC 4017,36.1,,,,,,,,,
SUZUKI ZQQ (S1),1,BC 4019,18.5,,,,,,,,,
SUZUKI ZQQ (S1),1,BC 4517,10.7,,,,,,,,,
SUZUKI ZQQ (S1),1,BC 4117,9.8,,,,,,,,,
SUZUKI ZQQ (S1),1,BC 4560,8.3,,,,,,,,,
SUZUKI ZQQ (S1),1,BC 4026,5.9,,,,,,,,,
SUZUKI ZQQ (S1),1,BC 4025,3.3,,,,,,,,,
SUZUKI ZQQ (S1),1,BC 4202,2,,,,,,,,,
SUZUKI ZQQ (S1),1,BC 4074,1.3,,,,,,,,,
SUZUKI Z9Q (S1),1,BC 4002,3.6,,,,,,,,,
SUZUKI Z9Q (S1),1,BC 4025,37.1,,,,,,,,,
SUZUKI Z9Q (S1),1,BC 4640,18.5,,,,,,,,,
SUZUKI Z9Q (S1),1,BC 4811,7.4,,,,,,,,,
SUZUKI Z9Q (S1),1,BC 4202,7.4,,,,,,,,,
SUZUKI Z9Q (S1),1,BC 4010,6.6,,,,,,,,,
SUZUKI Z9Q (S1),1,BC 4117,5.7,,,,,,,,,
SUZUKI Z9Q (S1),1,BC 4934,4.5,,,,,,,,,
SUZUKI Z9Q (S1),1,BC 4985,4,,,,,,,,,
SUZUKI Z9Q (S1),1,BC 4084,4,,,,,,,,,
SUZUKI Z9Q (S1),1,BC 4517,1.2,,,,,,,,,
SUZUKI Z9Q (S2),1,BC 4002,4.5,,,,,,,,,
SUZUKI Z9Q (S2),1,BC 4640,26.8,,,,,,,,,
SUZUKI Z9Q (S2),1,BC 4025,19.7,,,,,,,,,
SUZUKI Z9Q (S2),1,BC 4202,11.8,,,,,,,,,
SUZUKI Z9Q (S2),1,BC 4934,10.4,,,,,,,,,
SUZUKI Z9Q (S2),1,BC 4517,8,,,,,,,,,
SUZUKI Z9Q (S2),1,BC 4084,5.7,,,,,,,,,
SUZUKI Z9Q (S2),1,BC 4985,4.3,,,,,,,,,
SUZUKI Z9Q (S2),1,BC 4117,3.6,,,,,,,,,
SUZUKI Z9Q (S2),1,BC 4110,5.2,,,,,,,,,
SUZUKI ZWD (S1),1,BC 4002,4.2,,,,,,,,,
SUZUKI ZWD (S1),1,BC 4085,29.6,,,,,,,,,
SUZUKI ZWD (S1),1,BC 4973,22.2,,,,,,,,,
SUZUKI ZWD (S1),1,BC 4074,14.8,,,,,,,,,
SUZUKI ZWD (S1),1,BC 4519,9.9,,,,,,,,,
SUZUKI ZWD (S1),1,BC 4162,7.7,,,,,,,,,
SUZUKI ZWD (S1),1,BC 4010,2.9,,,,,,,,,
SUZUKI ZWD (S1),1,BC 4681,2.5,,,,,,,,,
SUZUKI ZWD (S1),1,BC 4110,6.2,,,,,,,,,
SUZUKI ZQ4 (S1),1,BC 4002,3.6,,,,,,,,,
SUZUKI ZQ4 (S1),1,BC 4640,20,,,,,,,,,
SUZUKI ZQ4 (S1),1,XB 4704,18.2,,,,,,,,,
SUZUKI ZQ4 (S1),1,BC 4025,14.5,,,,,,,,,
SUZUKI ZQ4 (S1),1,BC 4202,13.5,,,,,,,,,
SUZUKI ZQ4 (S1),1,BC 4050,10.7,,,,,,,,,
SUZUKI ZQ4 (S1),1,BC 4010,6.1,,,,,,,,,
SUZUKI ZQ4 (S1),1,BC 4084,2.7,,,,,,,,,
SUZUKI ZQ4 (S1),1,BC 4985,1,,,,,,,,,
SUZUKI ZQ4 (S1),1,BC 4110,9.7,,,,,,,,,
AUDI LX5E (S1),1,BC 4002,4.2,,,,,,,,,
AUDI LX5E (S1),1,BC 4041,36.1,,,,,,,,,
AUDI LX5E (S1),1,BC 4440,15.2,,,,,,,,,
AUDI LX5E (S1),1,BC 4202,15.2,,,,,,,,,
AUDI LX5E (S1),1,BC 4640,12.8,,,,,,,,,
AUDI LX5E (S1),1,BC 4050,1.2,,,,,,,,,
AUDI LX5E (S1),1,BC 4117,1.2,,,,,,,,,
AUDI LX5E (S1),1,XB 4605,0.5,,,,,,,,,
AUDI LX5E (S1),1,BC 4811,0.2,,,,,,,,,
AUDI LX5E (S1),1,BC 4517,0.2,,,,,,,,,
AUDI LX5E (S1),1,BC 4110,13.2,,,,,,,,,
AUDI LR7N (S1),1,BC 4002,7.2,,,,,,,,,
AUDI LR7N (S1),1,BC 4117,47.1,,,,,,,,,
AUDI LR7N (S1),1,BC 4202,17.4,,,,,,,,,
AUDI LR7N (S1),1,BC 4047,9.5,,,,,,,,,
AUDI LR7N (S1),1,BC 4019,6.3,,,,,,,,,
AUDI LR7N (S1),1,XB 4308,3.3,,,,,,,,,
AUDI LR7N (S1),1,BC 4811,1.4,,,,,,,,,
AUDI LR7N (S1),1,BC 4060,0.7,,,,,,,,,
AUDI LR7N (S1),1,BC 4110,7.1,,,,,,,,,
BMW A34 (S1),1,BC 4002,5.9,,,,,,,,,
BMW A34 (S1),1,BC 4117,28.6,,,,,,,,,
BMW A34 (S1),1,BC 4526,23,,,,,,,,,
BMW A34 (S1),1,BC 4519,20.7,,,,,,,,,
BMW A34 (S1),1,BC 4202,8.6,,,,,,,,,
BMW A34 (S1),1,BC 4517,7.2,,,,,,,,,
BMW A34 (S1),1,BC 4047,3,,,,,,,,,
BMW A34 (S1),1,BC 4050,2,,,,,,,,,
BMW A34 (S1),1,BC 4110,1,,,,,,,,,
FORD AMERICA UG (S1),1,BC 4002,4.8,,,,,,,,,
FORD AMERICA UG (S1),1,BC 4019,70.6,,,,,,,,,
FORD AMERICA UG (S1),1,BC 4920,11.2,,,,,,,,,
FORD AMERICA UG (S1),1,BC 4960,8.8,,,,,,,,,
FORD AMERICA UG (S1),1,BC 4980,4.6,,,,,,,,,
FORD AMERICA UG (S1),2,BC 4002,5.4,,,,,,,,,
FORD AMERICA UG (S1),2,XB 4091,47.2,,,,,,,,,
FORD AMERICA UG (S1),2,BC 4010,37.8,,,,,,,,,
FORD AMERICA UG (S1),2,XB 4704,2.3,,,,,,,,,
FORD AMERICA UG (S1),2,BC 4110,7.3,,,,,,,,,
FORD AMERICA UG (S3),1,BC 4002,4.3,,,,,,,,,
FORD AMERICA UG (S3),1,BC 4019,82.3,,,,,,,,,
FORD AMERICA UG (S3),1,BC 4960,9.8,,,,,,,,,
FORD AMERICA UG (S3),1,BC 4980,3.2,,,,,,,,,
FORD AMERICA UG (S3),1,BC 4202,0.4,,,,,,,,,
FORD AMERICA UG (S3),2,BC 4002,4.7,,,,,,,,,
FORD AMERICA UG (S3),2,XB 4091,48.9,,,,,,,,,
FORD AMERICA UG (S3),2,BC 4010,28.4,,,,,,,,,
FORD AMERICA UG (S3),2,BC 4110,18,,,,,,,,,
HONDA B502P (S1),1,BC 4002,5,,,,,,,,,
HONDA B502P (S1),1,BC 4030,36.8,,,,,,,,,
HONDA B502P (S1),1,BC 4640,19.1,,,,,,,,,
HONDA B502P (S1),1,BC 4811,12.2,,,,,,,,,
HONDA B502P (S1),1,BC 4025,11.2,,,,,,,,,
HONDA B502P (S1),1,BC 4202,5.5,,,,,,,,,
HONDA B502P (S1),1,BC 4934,5.3,,,,,,,,,
HONDA B502P (S1),1,BC 4010,3.9,,,,,,,,,
HONDA B502P (S1),1,BC 4188,1,,,,,,,,,
HONDA G506M (S1),1,BC 4002,4.7,,,,,,,,,
HONDA G506M (S1),1,BC 4117,54.9,,,,,,,,,
HONDA G506M (S1),1,BC 4517,13.7,,,,,,,,,
HONDA G506M (S1),1,BC 4519,10.9,,,,,,,,,
HONDA G506M (S1),1,BC 4051,7.9,,,,,,,,,
HONDA G506M (S1),1,BC 4640,0.9,,,,,,,,,
HONDA G506M (S1),1,BC 4025,0.6,,,,,,,,,
HONDA G506M (S1),1,BC 4202,0.4,,,,,,,,,
HONDA G506M (S1),1,BC 4110,6,,,,,,,,,
HONDA G532M (S1),1,BC 4002,3.1,,,,,,,,,
HONDA G532M (S1),1,BC 4962,32.2,,,,,,,,,
HONDA G532M (S1),1,BC 4517,26.8,,,,,,,,,
HONDA G532M (S1),1,XB 4705,14.8,,,,,,,,,
HONDA G532M (S1),1,BC 4202,6.3,,,,,,,,,
HONDA G532M (S1),1,BC 4010,6,,,,,,,,,
HONDA G532M (S1),1,BC 4519,5.3,,,,,,,,,
HONDA G532M (S1),1,BC 4640,2.6,,,,,,,,,
HONDA G532M (S1),1,BC 4047,1.2,,,,,,,,,
HONDA G532M (S1),1,BC 4110,1.7,,,,,,,,,
HONDA R505P (S1),1,BC 4002,4.3,,,,,,,,,
HONDA R505P (S1),1,BC 4082,40.7,,,,,,,,,
HONDA R505P (S1),1,BC 4511,24.4,,,,,,,,,
HONDA R505P (S1),1,BC 4582,15.5,,,,,,,,,
HONDA R505P (S1),1,BC 4966,4.6,,,,,,,,,
HONDA R505P (S1),1,BC 4111,3.9,,,,,,,,,
HONDA R505P (S1),1,BC 4025,3.5,,,,,,,,,
HONDA R505P (S1),1,BC 4510,3.1,,,,,,,,,
HONDA R549P (S1),1,BC 4002,5.1,,,,,,,,,
HONDA R549P (S1),1,BC 4084,23.6,,,,,,,,,
HONDA R549P (S1),1,BC 4202,20.2,,,,,,,,,
HONDA R549P (S1),1,BC 4511,19.9,,,,,,,,,
HONDA R549P (S1),1,BC 4582,6.6,,,,,,,,,
HONDA R549P (S1),1,XB 4308,2.6,,,,,,,,,
HONDA R549P (S1),1,BC 4082,2.6,,,,,,,,,
HONDA R549P (S1),1,BC 4080,2.3,,,,,,,,,
HONDA R549P (S1),1,BC 4110,17.1,,,,,,,,,
HONDA YR523M (S1),1,BC 4002,4.8,,,,,,,,,
HONDA YR523M (S1),1,BC 4117,58.6,,,,,,,,,
HONDA YR523M (S1),1,BC 4517,14.6,,,,,,,,,
HONDA YR523M (S1),1,BC 4519,9.7,,,,,,,,,
HONDA YR523M (S1),1,BC 4025,5.1,,,,,,,,,
HONDA YR523M (S1),1,BC 4061,4.4,,,,,,,,,
HONDA YR523M (S1),1,BC 4080,1.7,,,,,,,,,
HONDA YR523M (S1),1,BC 4202,1.1,,,,,,,,,
HONDA R528P (S1),1,BC 4002,3.9,,,,,,,,,
HONDA R528P (S1),1,BC 4283,34.2,,,,,,,,,
HONDA R528P (S1),1,XB 4581,30,,,,,,,,,
HONDA R528P (S1),1,BC 4582,12.3,,,,,,,,,
HONDA R528P (S1),1,BC 4084,3.7,,,,,,,,,
HONDA R528P (S1),1,BC 4511,2.1,,,,,,,,,
HONDA R528P (S1),1,BC 4517,1.9,,,,,,,,,
HONDA R528P (S1),1,BC 4202,1.2,,,,,,,,,
HONDA R528P (S1),1,BC 4110,10.7,,,,,,,,,
HYUNDAI P3W (S1),1,BC 4002,4.9,,,,,,,,,
HYUNDAI P3W (S1),1,BC 4117,36.9,,,,,,,,,
HYUNDAI P3W (S1),1,BC 4962,13.8,,,,,,,,,
HYUNDAI P3W (S1),1,BC 4010,12.4,,,,,,,,,
HYUNDAI P3W (S1),1,BC 4019,9.1,,,,,,,,,
HYUNDAI P3W (S1),1,BC 4519,4.4,,,,,,,,,
HYUNDAI P3W (S1),1,BC 4025,3.6,,,,,,,,,
HYUNDAI P3W (S1),1,BC 4060,3.1,,,,,,,,,
HYUNDAI P3W (S1),1,BC 4973,2.7,,,,,,,,,
HYUNDAI P3W (S1),1,BC 4110,9.1,,,,,,,,,
HYUNDAI WC9 (S1),1,BC 4002,4.3,,,,,,,,,
HYUNDAI WC9 (S1),1,BC 4019,89.1,,,,,,,,,
HYUNDAI WC9 (S1),1,BC 4920,3.2,,,,,,,,,
HYUNDAI WC9 (S1),1,BC 4960,1.7,,,,,,,,,
HYUNDAI WC9 (S1),1,BC 4980,1.3,,,,,,,,,
HYUNDAI WC9 (S1),1,BC 4941,0.4,,,,,,,,,
HYUNDAI WC9 (S1),2,BC 4002,6.3,,,,,,,,,
HYUNDAI WC9 (S1),2,BC 4010,48.5,,,,,,,,,
HYUNDAI WC9 (S1),2,XB 4091,36.9,,,,,,,,,
HYUNDAI WC9 (S1),2,XB 4704,2.2,,,,,,,,,
HYUNDAI WC9 (S1),2,BC 4110,6.1,,,,,,,,,
TOYOTA 089 (S1),1,BC 4002,4.1,,,,,,,,,
TOYOTA 089 (S1),1,BC 4019,92.9,,,,,,,,,
TOYOTA 089 (S1),1,BC 4941,1.3,,,,,,,,,
TOYOTA 089 (S1),1,BC 4980,1.2,,,,,,,,,
TOYOTA 089 (S1),1,BC 4060,0.3,,,,,,,,,
TOYOTA 089 (S1),1,BC 4202,0.2,,,,,,,,,
TOYOTA 089 (S1),2,BC 4002,6.2,,,,,,,,,
TOYOTA 089 (S1),2,BC 4010,45.3,,,,,,,,,
TOYOTA 089 (S1),2,XB 4091,30,,,,,,,,,
TOYOTA 089 (S1),2,BC 4111,11.2,,,,,,,,,
TOYOTA 089 (S1),2,BC 4110,7.3,,,,,,,,,
ALFA ROMEO 214B (S1),1,BC 4002,4.2,,,,,,,,,
ALFA ROMEO 214B (S1),1,BC 4019,91.4,,,,,,,,,
ALFA ROMEO 214B (S1),1,BC 4920,2.4,,,,,,,,,
ALFA ROMEO 214B (S1),1,BC 4960,1.4,,,,,,,,,
ALFA ROMEO 214B (S1),1,BC 4941,0.6,,,,,,,,,
ALFA ROMEO 319B (S1),1,BC 4002,5.3,,,,,,,,,
ALFA ROMEO 319B (S1),1,BC 4025,29.6,,,,,,,,,
ALFA ROMEO 319B (S1),1,BC 4517,24.9,,,,,,,,,
ALFA ROMEO 319B (S1),1,BC 4202,18.3,,,,,,,,,
ALFA ROMEO 319B (S1),1,BC 4117,11.8,,,,,,,,,
ALFA ROMEO 319B (S1),1,BC 4041,3.8,,,,,,,,,
ALFA ROMEO 319B (S1),1,BC 4080,3.2,,,,,,,,,
ALFA ROMEO 319B (S1),1,BC 4030,3.1,,,,,,,,,
ALFA ROMEO 361B (S1),1,BC 4002,3.4,,,,,,,,,
ALFA ROMEO 361B (S1),1,XB 4581,35.6,,,,,,,,,
ALFA ROMEO 361B (S1),1,XB 4107,13.4,,,,,,,,,
ALFA ROMEO 361B (S1),1,BC 4082,9.4,,,,,,,,,
ALFA ROMEO 361B (S1),1,BC 4117,7.3,,,,,,,,,
ALFA ROMEO 361B (S1),1,BC 4510,5.8,,,,,,,,,
ALFA ROMEO 361B (S1),1,BC 4012,5.4,,,,,,,,,
ALFA ROMEO 361B (S1),1,BC 4010,5,,,,,,,,,
ALFA ROMEO 361B (S1),1,BC 4517,1.8,,,,,,,,,
ALFA ROMEO 361B (S1),1,BC 4202,0.2,,,,,,,,,
ALFA ROMEO 361B (S1),1,BC 4110,12.7,,,,,,,,,
ALFA ROMEO 361B (S1),2,BC 4002,7.8,,,,,,,,,
ALFA ROMEO 361B (S1),2,BC 4010,60.6,,,,,,,,,
ALFA ROMEO 361B (S1),2,BC 4082,16,,,,,,,,,
ALFA ROMEO 361B (S1),2,XB 4581,9.7,,,,,,,,,
ALFA ROMEO 361B (S1),2,BC 4582,4.7,,,,,,,,,
ALFA ROMEO 361B (S1),2,BC 4985,0.9,,,,,,,,,
ALFA ROMEO 361B (S1),2,BC 4561,0.3,,,,,,,,,
ALFA ROMEO 463C (S1),1,BC 4002,3.1,,,,,,,,,
ALFA ROMEO 463C (S1),1,BC 4911,51.2,,,,,,,,,
ALFA ROMEO 463C (S1),1,BC 4025,9.2,,,,,,,,,
ALFA ROMEO 463C (S1),1,BC 4202,9,,,,,,,,,
ALFA ROMEO 463C (S1),1,BC 4010,7.6,,,,,,,,,
ALFA ROMEO 463C (S1),1,BC 4519,6.4,,,,,,,,,
ALFA ROMEO 463C (S1),1,BC 4051,5.4,,,,,,,,,
