SampleID,Tag_Brand,Tag_Color Code,Tag_Color,Tag_Edition,Bucket,Database,Tag_Coarseness,
FORD AMERICA 5T (S1)-LS,FORD AMERICA,5T,BRIGHT CARAMEL,1980-1986,2,CAMPAIGN MEASUREMENT,NA,
FORD AMERICA U (S1)-LS,FORD AMERICA,U,BEIGE,1981-1986,2,CAMPAIGN MEASUREMENT,NA,
FORD AMERICA ZM (S1)-LS,FORD AMERICA,ZM,COLONIAL WHITE,1995-1997,2,CAMPAIGN MEASUREMENT,NA,
FORD AMERICA 3T (S1)-LS,FORD AMERICA,3T,BAHAMA BLUE,1976-1990,2,CAMPAIGN MEASUREMENT,NA,
FORD AMERICA B (S1)-LS,FORD AMERICA,B,CARIBBEAN TURQUOISE,1960-1969,2,CAMPAIGN MEASUREMENT,NA,
FORD AMERICA 6S (S1)-LS,FORD AMERICA,6S,CHROME YELLOW,1976-1987,2,CAMPAIGN MEASUREMENT,NA,
FORD AMERICA 5F (S1)-LS,FORD AMERICA,5F,BRIGHT ORANGE,1984-1989,2,CAMPAIGN MEASUREMENT,NA,
FORD AMERICA 2R (S1)-LS,FORD AMERICA,2R,BRIGHT RED,1976-1978,2,CAMPAIGN MEASUREMENT,NA,
FORD AMERICA E7 (S1)-LS,FORD AMERICA,E7,DARK RUBY,1993-1994,2,CAMPAIGN MEASUREMENT,NA,
FORD AMERICA F (S1)-LS,FORD AMERICA,F,CORAL,1978-1979,2,CAMPAIGN MEASUREMENT,NA,
FORD AMERICA 6N (S1)-LS,FORD AMERICA,6N,BRIGHT YELLOW,1980-1989,2,CAMPAIGN MEASUREMENT,NA,
FORD AMERICA L5 (S1)-LS,FORD AMERICA,L5,AZURE BLUE,2003-2004,2,CAMPAIGN MEASUREMENT,NA,
FORD AMERICA K (S1)-LS,FORD AMERICA,K,BENGAL TAN,1964-1964,2,CAMPAIGN MEASUREMENT,NA,
FORD AMERICA PF (S1)-LS,FORD AMERICA,PF,BRIGHT AQUA,1992-1995,2,CAMPAIGN MEASUREMENT,NA,
FORD AMERICA C (S1)-LS,FORD AMERICA,C,BALTIC BLUE,1959-1959,2,CAMPAIGN MEASUREMENT,NA,
FORD AMERICA AJ (S1)-LS,FORD AMERICA,AJ,ALABASTER,1990-1991,2,CAMPAIGN MEASUREMENT,NA,
FORD AMERICA 8C (S1)-LS,FORD AMERICA,8C,CHAMOIS PASTEL,1981-1986,2,CAMPAIGN MEASUREMENT,NA,
FORD AMERICA NG (S1)-LS,FORD AMERICA,NG,DARK BROWN,1979-1986,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 010 (S1)-LS,RENAULT,010,BEIGE,2018-2019,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 139 (S1)-LS,RENAULT,139,BEIGE CAMARGUE,1992-2001,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 329 (S1)-LS,RENAULT,329,BLANC ARCTIQUE,1991-1993,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 819 (S1)-LS,RENAULT,819,BLANC BRILLANT,1993-1993,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 810 (S1)-LS,RENAULT,810,BLANC PERLE,1992-1992,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 303 (S1)-LS,RENAULT,303,BLANC GARDENIA,1979-1985,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 170 (S1)-LS,RENAULT,170,BEIGE,1978-1991,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 144 (S1)-LS,RENAULT,144,BEIGE,1974-1974,2,CAMPAIGN MEASUREMENT,NA,
RENAULT C75 (S1)-LS,RENAULT,C75,AZTEC RED,2001-2001,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 384 (S1)-LS,RENAULT,384,BLANC,1982-1988,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 348 (S1)-LS,RENAULT,348,BLANC,1985-1990,2,CAMPAIGN MEASUREMENT,NA,
RENAULT QNE (S1)-LS,RENAULT,QNE,BLANC,2013-2013,2,CAMPAIGN MEASUREMENT,NA,
RENAULT QXB (S1)-LS,RENAULT,QXB,BLANC,2010-2022,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 322 (S1)-LS,RENAULT,322,BLANC,1967-1970,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 163 (S1)-LS,RENAULT,163,BEIGE ATLAS,1985-1986,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 455 (S1)-LS,RENAULT,455,BLEU NUIT,1987-2000,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 369 (S1)-LS,RENAULT,369,BLANC GLACIER,1991-2022,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 531 (S1)-LS,RENAULT,531,BLANC IRIDIUM,1997-2005,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 430 (S1)-LS,RENAULT,430,AZUL,1986-1989,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 441 (S1)-LS,RENAULT,441,BLEU BRUME,1988-1988,2,CAMPAIGN MEASUREMENT,NA,
RENAULT QNJ (S1)-LS,RENAULT,QNJ,BLANC CRISTAL,2013-2022,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 532 (S1)-LS,RENAULT,532,BLANC NAUTIQUE,1996-1997,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 499 (S1)-LS,RENAULT,499,BLEU COBALT,1992-1996,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 453 (S1)-LS,RENAULT,453,BLEU DANUBE,1986-1986,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 242 (S1)-LS,RENAULT,242,BLEU,1991-2003,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 429 (S1)-LS,RENAULT,429,BLEU DE SEVRES,1995-1995,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 488 (S1)-LS,RENAULT,488,BLEU CYAN,1994-1994,2,CAMPAIGN MEASUREMENT,NA,
RENAULT A42 (S1)-LS,RENAULT,A42,BLEU GENTIANE,1990-1990,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 043 (S1)-LS,RENAULT,043,BLEU PTT IRLANDE,1991-1991,2,CAMPAIGN MEASUREMENT,NA,
RENAULT RPC (S1)-LS,RENAULT,RPC,BLEU BERMUDES,2011-2014,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 049 (S1)-LS,RENAULT,049,BLEU PTT,1986-1986,2,CAMPAIGN MEASUREMENT,NA,
RENAULT D46 (S1)-LS,RENAULT,D46,BLEU ANATOLE,2000-2009,2,CAMPAIGN MEASUREMENT,NA,
RENAULT RPH (S1)-LS,RENAULT,RPH,BLEU AZUR,2011-2018,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 457 (S1)-LS,RENAULT,457,BLEU OUTREMER,1993-1994,2,CAMPAIGN MEASUREMENT,NA,
RENAULT QNG (S1)-LS,RENAULT,QNG,BLANC MINERAL,2013-2022,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 300 (S1)-LS,RENAULT,300,BLANC KILIMANDJARO,1959-1968,2,CAMPAIGN MEASUREMENT,NA,
RENAULT RPS (S1)-LS,RENAULT,RPS,BLEU CARAIBES,2013-2022,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 426 (S1)-LS,RENAULT,426,BLEU CIEL,1999-2000,2,CAMPAIGN MEASUREMENT,NA,
RENAULT RPE (S1)-LS,RENAULT,RPE,BLEU MARINE FUME,2011-2022,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 114 (S1)-LS,RENAULT,114,GRIS ALPAGA,1991-1991,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 460 (S1)-LS,RENAULT,460,BLEU ROY,1997-2015,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 412 (S1)-LS,RENAULT,412,BLEU FJORD,1992-1992,2,CAMPAIGN MEASUREMENT,NA,
RENAULT RPJ (S1)-LS,RENAULT,RPJ,BLEU DE FRANCE,2011-2019,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 464 (S1)-LS,RENAULT,464,BLEU ILE DE FRANCE,1956-1956,2,CAMPAIGN MEASUREMENT,NA,
RENAULT RPP (S1)-LS,RENAULT,RPP,BLEU DRAGEE,2012-2022,2,CAMPAIGN MEASUREMENT,NA,
RENAULT H46 (S1)-LS,RENAULT,H46,BLEU OMEGA,2003-2003,2,CAMPAIGN MEASUREMENT,NA,
RENAULT D41 (S1)-LS,RENAULT,D41,BLEU MARIN,1999-2009,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 420 (S1)-LS,RENAULT,420,BLEU LAVANDE,1990-1991,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 61H (S1)-LS,RENAULT,61H,BLEU MARINE,2006-2010,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 548 (S1)-LS,RENAULT,548,BLEU MARINE,1996-1996,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 423 (S1)-LS,RENAULT,423,BLEU SAVIEM,1971-2022,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 544 (S1)-LS,RENAULT,544,BLEU TIBETAIN,1997-2003,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 109 (S1)-LS,RENAULT,109,GRIS ALPAGA,1988-1991,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 489 (S1)-LS,RENAULT,489,BLEU MYOSOTIS,1996-2019,2,CAMPAIGN MEASUREMENT,NA,
RENAULT D34 (S1)-LS,RENAULT,D34,CLOUD WHITE,2001-2022,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 306 (S1)-LS,RENAULT,306,JAUNE ANIS,1999-2009,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 751 (S1)-LS,RENAULT,751,BOIS DE ROSE,1993-1993,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 771 (S1)-LS,RENAULT,771,BRIQUE,1990-1993,2,CAMPAIGN MEASUREMENT,NA,
RENAULT KNT (S1)-LS,RENAULT,KNT,GRIS NUAGE,2011-2013,2,CAMPAIGN MEASUREMENT,NA,
RENAULT A34 (S1)-LS,RENAULT,A34,JAUNE,1994-1994,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 351 (S1)-LS,RENAULT,351,JAUNE,1988-1992,2,CAMPAIGN MEASUREMENT,NA,
RENAULT ENP (S1)-LS,RENAULT,ENP,JAUNE SPORT,2010-2016,2,CAMPAIGN MEASUREMENT,NA,
RENAULT A65 (S1)-LS,RENAULT,A65,GRIS VEHICULE DE SERVICE,1992-1992,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 666 (S1)-LS,RENAULT,666,GRIS PALOMBE,1989-1991,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 103 (S1)-LS,RENAULT,103,IVOIRE BAMAKO,1986-1987,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 721 (S1)-LS,RENAULT,721,BORDEAUX,1980-1986,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 775 (S1)-LS,RENAULT,775,BURDEOS,1986-1986,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 600 (S1)-LS,RENAULT,600,GRIS PTT,1985-1986,2,CAMPAIGN MEASUREMENT,NA,
RENAULT C64 (S1)-LS,RENAULT,C64,GRIS,2001-2013,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 811 (S1)-LS,RENAULT,811,CLASSIC BLACK,1992-1992,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 927 (S1)-LS,RENAULT,927,EMERAUDE,1985-1986,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 159 (S1)-LS,RENAULT,159,GREGE,1985-1986,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 417 (S1)-LS,RENAULT,417,BLEU VERSAILLES,1984-1988,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 261 (S1)-LS,RENAULT,261,GRIS,1992-2014,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 105 (S1)-LS,RENAULT,105,BRUN SMYRNE,1992-1994,2,CAMPAIGN MEASUREMENT,NA,
RENAULT D32 (S1)-LS,RENAULT,D32,CORN YELLOW,2001-2013,2,CAMPAIGN MEASUREMENT,NA,
RENAULT A70 (S1)-LS,RENAULT,A70,ROUGE,1997-1997,2,CAMPAIGN MEASUREMENT,NA,
RENAULT NNL (S1)-LS,RENAULT,NNL,ROUGE FILAMENT,2011-2022,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 213 (S1)-LS,RENAULT,213,ROUGE ITALIEN,1969-1971,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 832 (S1)-LS,RENAULT,832,ROUGE RADIANT,1992-1992,2,CAMPAIGN MEASUREMENT,NA,
RENAULT NNS (S1)-LS,RENAULT,NNS,ROUGE MAGMA,2014-2022,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 780 (S1)-LS,RENAULT,780,ROUGE SMAC,1991-1991,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 704 (S1)-LS,RENAULT,704,ROUGE PIMENT,1986-1992,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 746 (S1)-LS,RENAULT,746,ROUGE PTT BELGE,1990-1990,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 738 (S1)-LS,RENAULT,738,ROUGE POMPIERS,1974-1996,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 763 (S1)-LS,RENAULT,763,ROUGE ETRUSQUE,1993-1999,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 755 (S1)-LS,RENAULT,755,ROJO,1986-1986,2,CAMPAIGN MEASUREMENT,NA,
RENAULT KPF (S1)-LS,RENAULT,KPF,GRIS TAUPE,2015-2020,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 230 (S1)-LS,RENAULT,230,JAUNE PTT AUTRICHE,1988-1988,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 705 (S1)-LS,RENAULT,705,ROUGE,1975-1988,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 691 (S1)-LS,RENAULT,691,GRIS,1987-1992,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 324 (S1)-LS,RENAULT,324,JAUNE CITRON,1994-2001,2,CAMPAIGN MEASUREMENT,NA,
RENAULT ENW (S1)-LS,RENAULT,ENW,JAUNE ECLAIR,2012-2017,2,CAMPAIGN MEASUREMENT,NA,
RENAULT I31 (S1)-LS,RENAULT,I31,JAUNE POSTE SUEDE,2003-2003,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 371 (S1)-LS,RENAULT,371,JAUNE DE CHROME,1992-1995,2,CAMPAIGN MEASUREMENT,NA,
RENAULT KNU (S1)-LS,RENAULT,KNU,GRIS TAUPE,2011-2020,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 799 (S1)-LS,RENAULT,799,ROUGE MAGENTA,1994-1996,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 719 (S1)-LS,RENAULT,719,ROUGE VIF,1988-2022,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 075 (S1)-LS,RENAULT,075,ROUGE VIF,1985-1995,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 071 (S1)-LS,RENAULT,071,ROUGE POMPIERS,1974-2020,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 934 (S1)-LS,RENAULT,934,VERT YANOS,1994-1996,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 908 (S1)-LS,RENAULT,908,VERT PAMPA,1991-1993,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 994 (S1)-LS,RENAULT,994,VERT EUROPCAR,1992-1992,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 904 (S1)-LS,RENAULT,904,VERT MELEZE,1995-1997,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 591 (S1)-LS,RENAULT,591,VERT AMAZONIE,1991-1997,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 996 (S1)-LS,RENAULT,996,VERT SEQUOIA,1991-1995,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 972 (S1)-LS,RENAULT,972,VERT CORIANDRE,1993-1993,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 530 (S1)-LS,RENAULT,530,JAUNE,1991-1995,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 031 (S1)-LS,RENAULT,031,ORANGE,1995-2022,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 312 (S1)-LS,RENAULT,312,ORANGE,1973-1973,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 003 (S1)-LS,RENAULT,003,ROUGE ITALIEN,1978-1978,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 752 (S1)-LS,RENAULT,752,ROUGE,1969-1973,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 571 (S1)-LS,RENAULT,571,ROUGE APACHE,1991-1997,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 239 (S1)-LS,RENAULT,239,ROUGE CORRIDA,1973-1973,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 731 (S1)-LS,RENAULT,731,ROUGE ANDALOU,1999-2003,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 721- (S1)-LS,RENAULT,721,ROJO,1969-1969,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 797 (S1)-LS,RENAULT,797,ROUGE CORAIL,1993-2008,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 756 (S1)-LS,RENAULT,756,ROUGE CORAIL,1993-1993,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 728 (S1)-LS,RENAULT,728,ROUGE LAQUE,1987-1988,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 496 (S1)-LS,RENAULT,496,OLYMPE,1969-1969,2,CAMPAIGN MEASUREMENT,NA,
RENAULT A73 (S1)-LS,RENAULT,A73,VIOLET,1992-1992,2,CAMPAIGN MEASUREMENT,NA,
RENAULT B77 (S1)-LS,RENAULT,B77,ROUGE MARGOT,2000-2002,2,CAMPAIGN MEASUREMENT,NA,
RENAULT B90 (S1)-LS,RENAULT,B90,VERT LA REDOUTE,1995-1995,2,CAMPAIGN MEASUREMENT,NA,
RENAULT A94 (S1)-LS,RENAULT,A94,VERT OFFICE NATIONAL FORETS,1993-1993,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 155 (S1)-LS,RENAULT,155,SABLE ,1985-1988,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 377 (S1)-LS,RENAULT,377,JAUNE TOURNESOL,1996-2011,2,CAMPAIGN MEASUREMENT,NA,
RENAULT F97 (S1)-LS,RENAULT,F97,LIVE PASTEL,2004-2010,2,CAMPAIGN MEASUREMENT,NA,
RENAULT DPW (S1)-LS,RENAULT,DPW,VERT PISTACHE,2016-2021,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 727 (S1)-LS,RENAULT,727,ROUGE VIF,1988-2022,2,CAMPAIGN MEASUREMENT,NA,
RENAULT D93 (S1)-LS,RENAULT,D93,VERT COTTAGE,2001-2009,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 936 (S1)-LS,RENAULT,936,VERDE,1972-1974,2,CAMPAIGN MEASUREMENT,NA,
RENAULT F91 (S1)-LS,RENAULT,F91,VERT RAINETTE,2002-2004,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 925 (S1)-LS,RENAULT,925,TURQUOISE,1998-2001,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 598 (S1)-LS,RENAULT,598,VERT BONZAI,1997-2000,2,CAMPAIGN MEASUREMENT,NA,
RENAULT 993 (S1)-LS,RENAULT,993,VERT,1991-1991,2,CAMPAIGN MEASUREMENT,NA,
RENAULT D90 (S1)-LS,RENAULT,D90,VERT MOUSSE,1999-2011,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI AS (S1)-LS,HYUNDAI,AS,GREYISH PURPLE,1997-1997,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI T8G (S1)-LS,HYUNDAI,T8G,BABY ELEPHANT,2013-2016,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI OT (S1)-LS,HYUNDAI,OT,IVORY LIGHT,1997-1997,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI JL (S1)-LS,HYUNDAI,JL,FUNNY YELLOW,1997-2000,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI BG (S1)-LS,HYUNDAI,BG,BAHAMAS GOLD,1986-1990,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI AV (S1)-LS,HYUNDAI,AV,INDIAN RED,1997-1997,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI XM (S1)-LS,HYUNDAI,XM,POPPY RED,1995-2008,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI FR (S1)-LS,HYUNDAI,FR,FLAMING ROSE,1987-1989,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI TD (S1)-LS,HYUNDAI,TD,MARS RED ,1990-1994,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI HL (S1)-LS,HYUNDAI,HL,HIPHOP RED,2000-2012,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI FW (S1)-LS,HYUNDAI,FW,BLUISH RED,1997-2000,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI TWR (S1)-LS,HYUNDAI,TWR,COOL RED,2012-2016,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI VK (S1)-LS,HYUNDAI,VK,BALTIC BLUE,1994-1995,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI CE (S1)-LS,HYUNDAI,CE,COMET BLUE,1997-2001,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI AB (S1)-LS,HYUNDAI,AB,AMBASSADOR BLUE,1985-1987,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI PGU (S1)-LS,HYUNDAI,PGU,CRYSTAL WHITE,2011-2019,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI TCW (S1)-LS,HYUNDAI,TCW,CREAMY WHITE,2011-2016,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI PDW (S1)-LS,HYUNDAI,PDW,DAZZLING WHITE,2016-2019,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI PHW (S1)-LS,HYUNDAI,PHW,CORAL WHITE,2011-2014,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI YAC (S1)-LS,HYUNDAI,YAC,CREAM WHITE,2007-2019,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI WAW (S1)-LS,HYUNDAI,WAW,CERAMIC WHITE,2016-2022,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI FX (S1)-LS,HYUNDAI,FX,BELL FLOWER,1995-1996,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI FQ (S1)-LS,HYUNDAI,FQ,CORAL BLUE,2000-2000,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI PKW (S1)-LS,HYUNDAI,PKW,WINTER WHITE,2014-2021,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI MB (S1)-LS,HYUNDAI,MB,MATCH BLUE,1994-1995,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI PYW (S1)-LS,HYUNDAI,PYW,POLAR WHITE,2014-2022,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI DS (S1)-LS,HYUNDAI,DS,VERY DARK RED,1989-1990,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI NL (S1)-LS,HYUNDAI,NL,NEW BLUE,1999-1999,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI FG (S1)-LS,HYUNDAI,FG,FOREST GREEN,1984-1984,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI AO (S1)-LS,HYUNDAI,AO,REDDISH BEIGE,1997-1997,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI WT (S1)-LS,HYUNDAI,WT,ZESTY BLUE,1997-1999,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI QE (S1)-LS,HYUNDAI,QE,TEAL BLUE,1997-1997,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI SO (S1)-LS,HYUNDAI,SO,SIGNAL RED,1993-1994,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI YY (S1)-LS,HYUNDAI,YY,SUNNY YELLOW,2001-2007,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI SYY (S1)-LS,HYUNDAI,SYY,SUN FLOWER,2011-2019,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI TR (S1)-LS,HYUNDAI,TR,TROPICAL RED,1999-2005,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI PU (S1)-LS,HYUNDAI,PU,CARDINAL RED,1999-2002,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI PJW (S1)-LS,HYUNDAI,PJW,PURE WHITE,2013-2017,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI XJ (S1)-LS,HYUNDAI,XJ,OPAL GREEN,1994-1994,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI OR (S1)-LS,HYUNDAI,OR,PASSION RED,2005-2009,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI NZ (S1)-LS,HYUNDAI,NZ,NOBLE WHITE,2004-2005,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI IB (S1)-LS,HYUNDAI,IB,OCEAN BLUE,1998-1999,2,CAMPAIGN MEASUREMENT,NA,
TOYOTA 8H6 (S1)-LS,TOYOTA,8H6,ATLANTIC BLUE,1989-2022,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI PL (S1)-LS,HYUNDAI,PL,PASTEL YELLOW,2000-2001,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI CB (S1)-LS,HYUNDAI,CB,CREAM BEIGE,1988-1992,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI CI (S1)-LS,HYUNDAI,CI,CREAM BEIGE,1989-1991,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI YA (S1)-LS,HYUNDAI,YA,POTOMAC BLUE,1998-2007,2,CAMPAIGN MEASUREMENT,NA,
HYUNDAI OK (S1)-LS,HYUNDAI,OK,LOTUS GREEN,2001-2003,2,CAMPAIGN MEASUREMENT,NA,
TOYOTA 069 (S1)-LS,TOYOTA,069,COOL WHITE,2001-2001,2,CAMPAIGN MEASUREMENT,NA,
TOYOTA 8E5 (S1)-LS,TOYOTA,8E5,BLUE,1988-2013,2,CAMPAIGN MEASUREMENT,NA,
TOYOTA 8P0 (S1)-LS,TOYOTA,8P0,BLUE,1999-2015,2,CAMPAIGN MEASUREMENT,NA,
TOYOTA 802 (S1)-LS,TOYOTA,802,BLUE,1977-1989,2,CAMPAIGN MEASUREMENT,NA,
TOYOTA 877 (S1)-LS,TOYOTA,877,BLUE,1980-1984,2,CAMPAIGN MEASUREMENT,NA,
TOYOTA 8Q4 (S1)-LS,TOYOTA,8Q4,DARK BLUE,2001-2021,2,CAMPAIGN MEASUREMENT,NA,
TOYOTA 8B2 (S1)-LS,TOYOTA,8B2,BLUE,1985-2004,2,CAMPAIGN MEASUREMENT,NA,
TOYOTA 8A1 (S1)-LS,TOYOTA,8A1,BLUE,1982-2001,2,CAMPAIGN MEASUREMENT,NA,
TOYOTA 4A8 (S1)-LS,TOYOTA,4A8,BEIGE,1982-1993,2,CAMPAIGN MEASUREMENT,NA,
TOYOTA 464 (S1)-LS,TOYOTA,464,BEIGE,1975-1985,2,CAMPAIGN MEASUREMENT,NA,
TOYOTA 4E9 (S1)-LS,TOYOTA,4E9,BEIGE,1985-2022,2,CAMPAIGN MEASUREMENT,NA,
TOYOTA 4L2 (S1)-LS,TOYOTA,4L2,BEIGE,1990-1996,2,CAMPAIGN MEASUREMENT,NA,
TOYOTA 4H3 (S1)-LS,TOYOTA,4H3,BEIGE,1986-1987,2,CAMPAIGN MEASUREMENT,NA,
