SampleID,Tag_Brand,Tag_Color Code,Tag_Color,Tag_Edition,Evaluation,BUCKET,DATABASE,Tag_Coarseness
FIAT 483A (S1),FIAT,483A,BLU HERALDIC MET,1995-2001,3,2,CAMPAIGN MEASUREMENT,Coarse
FIAT 484B (S1),FIAT,484B,AZZURRO MET,2008-2012,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 488A (S1),FIAT,488A,BLU LEADER MET,1995-2005,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 494B (S1),FIAT,494B,AZZURRO ITALIA MET,2011-2015,3,2,CAMPAIGN MEASUREMENT,Coarse
FIAT 498A (S1),FIAT,498A,BLU LIDO MET,1996-2005,3,2,CAMPAIGN MEASUREMENT,Coarse
FIAT 609B (S1),FIAT,609B,GRIGIO MODA MET,2013-2019,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
FIAT 617B (S1),FIAT,617B,GRIGIO PRESTIGIOSO MET,2009-2012,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 619A (S1),FIAT,619A,PRATA BARI MET,2003-2019,1,2,CAMPAIGN MEASUREMENT,Fine
FIAT 620 (S1),FIAT,620,ALLUMINIO MET,1973-2000,1,2,CAMPAIGN MEASUREMENT,Fine
ALFA ROMEO 629B (S1),ALFA ROMEO,629B,GRIGIO MAGNESIO MET,2008-2011,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 652A (S1),FIAT,652A,BEIGE SPUMEGGIANTE MET,2006-2010,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 662A (S1),FIAT,662A,GRIGIO DUCALE MET,1997-2000,3,2,CAMPAIGN MEASUREMENT,Coarse
FIAT 633A (S1),FIAT,633A,GRIGIO HAVANA MET,2008-2012,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 634C (S1),FIAT,634C,GRIGIO PESSIMO UMORE MET,2007-2012,3,2,CAMPAIGN MEASUREMENT,Coarse
ALFA ROMEO 639A (S1),ALFA ROMEO,639A,GRIGIO LIPARI MET,2004-2011,3,2,CAMPAIGN MEASUREMENT,Coarse
FIAT 645 (S1),FIAT,645,GRIGIO TREND GRAPHIT MET,1993-2001,2,2,CAMPAIGN MEASUREMENT,Medium
ALFA ROMEO 645A (S1),ALFA ROMEO,645A,GRIGIO LILLA MET,2008-2010,1,2,CAMPAIGN MEASUREMENT,Fine
FIAT 664A (S1),FIAT,664A,GRIGIO ALSAZIA MET,1999-2005,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 666A (S1),FIAT,666A,CINZA CROMO PER MET,2007-2019,3,2,CAMPAIGN MEASUREMENT,Coarse
ALFA ROMEO 669A (S1),ALFA ROMEO,669A,GRIGIO GRAFITE MET,2008-2015,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 671 (S1),FIAT,671,GRIGIO MOON MET,1999-2005,1,2,CAMPAIGN MEASUREMENT,Fine
FIAT 674A (S1),FIAT,674A,GRIGIO BRONZO MET,1999-2005,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 675 (S1),FIAT,675,GRIGIO ORIONE MET,1999-2006,3,2,CAMPAIGN MEASUREMENT,Coarse
LANCIA 678A (S1),LANCIA,678A,GRIGIO CELLINI MET,2002-2008,1,2,CAMPAIGN MEASUREMENT,Fine
FIAT 679B (S1),FIAT,679B,GRIGIO MODA MET,2013-2019,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 681A (S1),FIAT,681A,GRIGIO BALTIC MET,2003-2005,3,2,CAMPAIGN MEASUREMENT,Coarse
FIAT 350 (S1),FIAT,350,VERDE VALLEY MET,1993-2004,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 415B (S1),FIAT,415B,BLU IMPECCABILE MET,2007-2010,3,2,CAMPAIGN MEASUREMENT,Coarse
ALFA ROMEO 377A (S1),ALFA ROMEO,377A,VERDE ACERO MET,2000-2005,3,2,CAMPAIGN MEASUREMENT,Coarse
FIAT 403B (S1),FIAT,403B,BLU NAVY MET,2002-2006,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 407C (S1),FIAT,407C,BLU MEDITERRANEO PERL,2013-2015,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 374B (S1),FIAT,374B,VERDE LODEN MET,2001-2005,3,2,CAMPAIGN MEASUREMENT,Coarse
LANCIA 383A (S1),LANCIA,383A,VERDE OLIMPIA MET,1999-2003,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 422B (S1),FIAT,422B,BLU NETTUNO MET,2008-2017,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 409B (S1),FIAT,409B,AZZURRO SINFONIA MET,1999-2003,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 408B (S1),FIAT,408B,BLU JET MET,2002-2013,3,2,CAMPAIGN MEASUREMENT,Coarse
ALFA ROMEO 414B (S1),ALFA ROMEO,414B,AZZURRO NUVOLA PEARL,1998-2007,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 426A (S1),FIAT,426A,BLU MIDNIGHT MET,1993-2005,3,2,CAMPAIGN MEASUREMENT,Coarse
FIAT 432B (S1),FIAT,432B,BLU DON GIOVANNI MET,2005-2007,3,2,CAMPAIGN MEASUREMENT,Coarse
FIAT 329A (S1),FIAT,329A,VERDE CHAMPION MET,1995-1999,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 344A (S1),FIAT,344A,VERDE SMERALDO MET,1999-2008,2,2,CAMPAIGN MEASUREMENT,Medium
ALFA ROMEO 446B (S1),ALFA ROMEO,446B,BLU ONTARIO MET,1999-2003,3,2,CAMPAIGN MEASUREMENT,Coarse
FIAT 441C (S1),FIAT,441C,BLU ABU DHABI PERL,2011-2012,3,2,CAMPAIGN MEASUREMENT,Coarse
FIAT 221B (S1),FIAT,221B,NERO LUX MET,2011-2013,1,2,CAMPAIGN MEASUREMENT,Fine
ALFA ROMEO 252A (S1),ALFA ROMEO,252A,BIANCO GARDENIA MET,2008-2014,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 174B (S1),FIAT,174B,GRIGIO PREZIOSO MET,2007-2010,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 118B (S1),FIAT,118B,MAGENTA MICA MET,2011-2016,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 141B (S1),FIAT,141B,ROSSO SFRENATO PERL,2010-2011,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 260A (S1),FIAT,260A,AZZURRO GENTILE MET,2005-2008,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 163B (S1),FIAT,163B,ROSSO MALIZIOSO MET,2005-2016,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 106B (S1),FIAT,106B,ROSSO MARANELLO MICA,2007-2015,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 107A (S1),FIAT,107A,ROSSO POMPEI MET,1996-2005,2,2,CAMPAIGN MEASUREMENT,Medium
LANCIA 278A (S1),LANCIA,278A,BLU PINTURICCHIO PERL,2007-2011,3,2,CAMPAIGN MEASUREMENT,Coarse
ALFA ROMEO 203B (S1),ALFA ROMEO,203B,BLU MONTECARLO MET,2005-2011,3,2,CAMPAIGN MEASUREMENT,Coarse
FIAT 423A (S1),FIAT,423A,BLU RIVIERA MET,1990-2002,1,2,CAMPAIGN MEASUREMENT,Fine
FIAT 164B (S1),FIAT,164B,ROSSO CORDOLO PEARL,2015-2016,1,2,CAMPAIGN MEASUREMENT,Fine
FIAT 255A (S1),FIAT,255A,ROSSO PROFONDO MICA,2004-2017,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 154B (S1),FIAT,154B,MIRTILLO MONELLO MICA,2009-2012,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 293A (S1),FIAT,293A,ROSSO AMORE MET,2014-2019,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 292A (S1),FIAT,292A,VERDE EDONISTA MET,2006-2011,3,2,CAMPAIGN MEASUREMENT,Coarse
FIAT 132 (S1),FIAT,132,ROSSO SCILLA MET,1999-2008,2,2,CAMPAIGN MEASUREMENT,Medium
LANCIA 136B (S1),LANCIA,136B,BORDEAUX REGINA CATTIVA PERL,2009-2012,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 142B (S1),FIAT,142B,NEW BORDEAUX PONTEVECCHIO PERL,2013-2015,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 266A (S1),FIAT,266A,BLU NOBILE MET,2005-2008,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
FIAT 112B (S1),FIAT,112B,ROSSO INTRAPRENDENTE MET,2012-2016,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 124B (S1),FIAT,124B,ROSSO BAROCCO MET,1999-2008,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 147B (S1),FIAT,147B,ROSSO ALLEGRO MET,2015-2018,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 148A (S1),FIAT,148A,ROSSO ALFA MET,2010-2016,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 153A (S1),FIAT,153A,ROSSO ACCATTIVANTE PERL,2009-2011,1,2,CAMPAIGN MEASUREMENT,Fine
FIAT 182B (S1),FIAT,182B,ROSA DIVA MET,2013-2015,1,2,CAMPAIGN MEASUREMENT,Fine
FIAT 184B (S1),FIAT,184B,VIOLA PROFUMATO MICA,2012-2016,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 193A (S1),FIAT,193A,BORDEAUX OLD ROSE MET,2001-2005,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 195A (S1),FIAT,195A,ROSSO PROTEO MET,1995-1995,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 198B (S1),FIAT,198B,VIOLA RIBELLE MET,2012-2015,3,2,CAMPAIGN MEASUREMENT,Coarse
FIAT 222B (S1),FIAT,222B,BIANCO LUX MET,2011-2013,1,2,CAMPAIGN MEASUREMENT,Fine
FIAT 237 (S1),FIAT,237,GIALLO EXPLOIT MET,1993-2002,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 240A (S1),FIAT,240A,AZZURRO ATHENA MET,2000-2005,1,2,CAMPAIGN MEASUREMENT,Fine
ALFA ROMEO 245A (S1),ALFA ROMEO,245A,BLU CHIAIA DI LUNA MET,2005-2008,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 250A (S1),FIAT,250A,BLU ELEGANTE MET,2005-2006,3,2,CAMPAIGN MEASUREMENT,Coarse
FIAT 261A (S1),FIAT,261A,BIANCO SPUMANTE MET,2014-2018,2,2,CAMPAIGN MEASUREMENT,Medium
ALFA ROMEO 262A (S1),ALFA ROMEO,262A,VERDE GIANNUTRI MET,2005-2007,2,2,CAMPAIGN MEASUREMENT,Medium
ALFA ROMEO 263A (S1),ALFA ROMEO,263A,ROSSO RADICOFANI MET,2005-2007,2,2,CAMPAIGN MEASUREMENT,Medium
ALFA ROMEO 264A (S1),ALFA ROMEO,264A,BLU DIGIONE MET,2005-2007,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 272B (S1),FIAT,272B,AVORIO VANITOSO MET,2005-2011,2,2,CAMPAIGN MEASUREMENT,Medium
ALFA ROMEO 282A (S1),ALFA ROMEO,282A,AZZURRO CRISTALLO MET,2007-2011,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 284A (S1),FIAT,284A,GRIGIO BEL TENEBROSO MET,2005-2015,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
FIAT 291A (S1),FIAT,291A,TURCHESE COLPO DI FULMINE MET,2005-2007,3,2,CAMPAIGN MEASUREMENT,Coarse
FIAT 295A (S1),FIAT,295A,METALLIC PEARL BEIGE MET,2014-2014,2,2,CAMPAIGN MEASUREMENT,Medium
ALFA ROMEO 297A (S1),ALFA ROMEO,297A,BLU AURORA MET,2006-2010,3,2,CAMPAIGN MEASUREMENT,Coarse
FIAT 330A (S1),FIAT,330A,VERDE ARTEMIDE MET,1999-2004,3,2,CAMPAIGN MEASUREMENT,Coarse
ALFA ROMEO 302A (S1),ALFA ROMEO,302A,VERDE ACIDO MICA MET,1995-1998,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 325A (S1),FIAT,325A,VERDE BREZZA MET,2001-2009,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 326C (S1),FIAT,326C,BLU DIPINTO DI BLU PERL,2013-2015,3,2,CAMPAIGN MEASUREMENT,Coarse
FIAT 336B (S1),FIAT,336B,AZZURRO FIDATO MET,2007-2010,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 355A (S1),FIAT,355A,VERDE BELVEDERE MET,2015-2016,3,2,CAMPAIGN MEASUREMENT,Coarse
FIAT 358A (S1),FIAT,358A,VERDE MANAUS MET,1996-2001,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 359A (S1),FIAT,359A,VERDE LICHENE MET,1999-2005,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 360B (S1),FIAT,360B,VERDE AVVENTURIERO MET,2010-2011,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 380B (S1),FIAT,380B,VERDE SCHIETTO MET,2005-2009,3,2,CAMPAIGN MEASUREMENT,Coarse
ALFA ROMEO 400B (S1),ALFA ROMEO,400B,BLU TAORMINA MICA,2004-2005,3,2,CAMPAIGN MEASUREMENT,Coarse
FIAT 416B (S1),FIAT,416B,BLU WAY MET,1999-2005,3,2,CAMPAIGN MEASUREMENT,Coarse
ALFA ROMEO 428B (S1),ALFA ROMEO,428B,BLU COSMO MET,1998-2006,3,2,CAMPAIGN MEASUREMENT,Coarse
FIAT 433 (S1),FIAT,433,BLU STORM MET,1997-2005,2,2,CAMPAIGN MEASUREMENT,Medium
ALFA ROMEO 442A (S1),ALFA ROMEO,442A,BLU METALLICO MET,2002-2006,2,2,CAMPAIGN MEASUREMENT,Medium
LANCIA 445B (S1),LANCIA,445B,AZZURRO ACQUA MET,2008-2010,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 448B (S1),FIAT,448B,AZZURRO CANALGRANDE MET,2015-2019,2,2,CAMPAIGN MEASUREMENT,Medium
LANCIA 463B (S1),LANCIA,463B,AZZURRO FONTANESI MET,2007-2011,2,2,CAMPAIGN MEASUREMENT,Medium
FIAT 467A (S1),FIAT,467A,AZZURRO RIALTO MET,1997-2001,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER PGW (S1),CHRYSLER,PGW,TIMBERLINE GREEN PEARL,2003-2020,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
CHRYSLER PGW (S2),CHRYSLER,PGW,TIMBERLINE GREEN PEARL,2003-2020,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
CHRYSLER KGZ (S1),CHRYSLER,KGZ,BLACK FOREST GREEN PEARL,2012-2020,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER FHF (S1),CHRYSLER,FHF,DEEP CRIMSON CRYSTAL PEARL,2008-2009,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER A68 (S1),CHRYSLER,A68,ICE SILVER MET,2000-2000,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER HGN (S1),CHRYSLER,HGN,NATURAL GREEN PEARL,2010-2012,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER AP4 (S3),CHRYSLER,AP4,SATIN JADE PEARL,2003-2006,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER PEM (S1),CHRYSLER,PEM,RED ROCK PEARLCOAT,2007-2012,3,2,CAMPAIGN MEASUREMENT,Coarse
CHRYSLER PEM (S3),CHRYSLER,PEM,RED ROCK PEARLCOAT,2007-2012,3,2,CAMPAIGN MEASUREMENT,Coarse
CHRYSLER KDB (S1),CHRYSLER,KDB,CRYSTAL BLUE PEARL,2012-2018,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER FQD (S1),CHRYSLER,FQD,SURF BLUE PEARLCOAT,2008-2020,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER JGT (S1),CHRYSLER,JGT,DEEP FOREST GREEN PEARL,2011-2015,3,2,CAMPAIGN MEASUREMENT,Coarse
CHRYSLER JWD (S1),CHRYSLER,JWD,IVORY PEARL,2011-2020,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER JWD (S2),CHRYSLER,JWD,IVORY PEARL,2011-2020,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER ARH (S2),CHRYSLER,ARH,BLAZE RED CRYSTAL PEARL,2003-2012,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER PB5 (S1),CHRYSLER,PB5,ELECTRIC BLUE PEARL,2003-2019,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER JRY (S1),CHRYSLER,JRY,REDLINE PEARL,2011-2020,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER KS7 (S4),CHRYSLER,KS7,DARK SILVER MET,1991-2001,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER HWL (S2),CHRYSLER,HWL,WHITE GOLD MET,2010-2020,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER CB6 (S1),CHRYSLER,CB6,MARINE BLUE PEARL MET,2006-2010,3,2,CAMPAIGN MEASUREMENT,Coarse
CHRYSLER EBL (S1),CHRYSLER,EBL,MODERN BLUE PEARL MET,2006-2010,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
CHRYSLER EBL (S4),CHRYSLER,EBL,MODERN BLUE PEARL MET,2006-2010,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
CHRYSLER PBE (S3),CHRYSLER,PBE,BUTANE BLUE MET,2003-2006,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER EBD (S2),CHRYSLER,EBD,MARATHON BLUE MET,2007-2008,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER PDA (S2),CHRYSLER,PDA,LIGHT GREYSTONE PEARL MET,2007-2012,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER BB8 (S2),CHRYSLER,BB8,MIDNIGHT BLUE MET,2003-2020,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
CHRYSLER KAR (S1),CHRYSLER,KAR,MAXIMUM STEEL MET,2012-2020,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
CHRYSLER KCL (S1),CHRYSLER,KCL,BLUE STREAK PEARL,2012-2020,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
CHRYSLER GBC (S1),CHRYSLER,GBC,VIPER BRIGHT BLUE PEARLCOAT,2008-2009,3,2,CAMPAIGN MEASUREMENT,Coarse
CHRYSLER JYC (S1),CHRYSLER,JYC,BRIGHT AMBER PEARL,2011-2019,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER KWH (S1),CHRYSLER,KWH,PEARL WHITE TRI COAT,2012-2020,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER KWH (S4),CHRYSLER,KWH,PEARL WHITE TRI COAT,2012-2020,1,2,CAMPAIGN MEASUREMENT,Fine
CHRYSLER LBG (S1),CHRYSLER,LBG,GLACIER PEARL,2013-2016,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER LG4 (S1),CHRYSLER,LG4,HUNTER GREEN MET,1992-2003,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
CHRYSLER LG4 (S2),CHRYSLER,LG4,HUNTER GREEN MET,1992-2003,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER P09 (S1),CHRYSLER,P09,CARBON BLACK MET,2004-2008,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
CHRYSLER P09 (S2),CHRYSLER,P09,CARBON BLACK MET,2004-2008,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
CHRYSLER PAW (S1),CHRYSLER,PAW,DEEP SLATE PEARLCOAT,1997-2002,3,2,CAMPAIGN MEASUREMENT,Coarse
CHRYSLER PAW (S2),CHRYSLER,PAW,DEEP SLATE PEARLCOAT,1997-2002,3,2,CAMPAIGN MEASUREMENT,Coarse
CHRYSLER PB3 (S1),CHRYSLER,PB3,INTENSE BLUE PEARLCOAT,1997-2003,3,2,CAMPAIGN MEASUREMENT,Coarse
CHRYSLER PB3 (S2),CHRYSLER,PB3,INTENSE BLUE PEARLCOAT,1997-2003,3,2,CAMPAIGN MEASUREMENT,Coarse
CHRYSLER PB7 (S1),CHRYSLER,PB7,PATRIOT BLUE PEARLCOAT,1999-2010,3,2,CAMPAIGN MEASUREMENT,Coarse
CHRYSLER PB7 (S2),CHRYSLER,PB7,PATRIOT BLUE PEARLCOAT,1999-2010,3,2,CAMPAIGN MEASUREMENT,Coarse
CHRYSLER PBJ (S1),CHRYSLER,PBJ,ATLANTIC BLUE PEARLCOAT,2002-2006,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER PBJ (S2),CHRYSLER,PBJ,ATLANTIC BLUE PEARLCOAT,2002-2006,3,2,CAMPAIGN MEASUREMENT,Coarse
CHRYSLER PBQ (S3),CHRYSLER,PBQ,STEEL BLUE PEARLCOAT,2000-2010,3,2,CAMPAIGN MEASUREMENT,Coarse
CHRYSLER PC5 (S1),CHRYSLER,PC5,LIGHT IRIS PEARLCOAT,1995-1999,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER PC5 (S2),CHRYSLER,PC5,LIGHT IRIS PEARLCOAT,1995-1999,1,2,CAMPAIGN MEASUREMENT,Fine
CHRYSLER PC5 (S3),CHRYSLER,PC5,LIGHT IRIS PEARLCOAT,1995-1999,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER PCW (S1),CHRYSLER,PCW,DARK IRIS PEARLCOAT,1996-1998,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
CHRYSLER PDR (S2),CHRYSLER,PDR,GRAPHITE MET,2002-2010,3,2,CAMPAIGN MEASUREMENT,Coarse
CHRYSLER PEG (S1),CHRYSLER,PEG,DARK ROSEWOOD PEARLCOAT,1995-2000,3,2,CAMPAIGN MEASUREMENT,Coarse
CHRYSLER PFA (S1),CHRYSLER,PFA,PRAIRIE PEARL,2012-2017,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER PFK (S1),CHRYSLER,PFK,LIGHT DRIFTWOOD SATIN GLOW,1995-2001,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER PG8 (S2),CHRYSLER,PG8,FOREST GREEN PEARLCOAT,1996-2006,3,2,CAMPAIGN MEASUREMENT,Coarse
CHRYSLER PG8 (S3),CHRYSLER,PG8,FOREST GREEN PEARLCOAT,1996-2006,4,2,CAMPAIGN MEASUREMENT,Extra Coarse
CHRYSLER PGF (S1),CHRYSLER,PGF,EMERALD GREEN PEARLCOAT,1993-2000,3,2,CAMPAIGN MEASUREMENT,Coarse
CHRYSLER PGF (S4),CHRYSLER,PGF,EMERALD GREEN PEARLCOAT,1993-2000,3,2,CAMPAIGN MEASUREMENT,Coarse
CHRYSLER PLB (S2),CHRYSLER,PLB,CINNAMON GLAZE MET,1998-2002,3,2,CAMPAIGN MEASUREMENT,Coarse
CHRYSLER PMT (S2),CHRYSLER,PMT,DEEP CRANBERRY PEARLCOAT,1997-2003,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER PPD (S1),CHRYSLER,PPD,TEAL PEARLCOAT,1994-1995,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER PPD (S2),CHRYSLER,PPD,TEAL PEARLCOAT,1994-1995,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER PPD (S3),CHRYSLER,PPD,TEAL PEARLCOAT,1994-1995,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER PPJ (S1),CHRYSLER,PPJ,ISLAND TEAL PEARLCOAT,1996-1999,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER PPJ (S3),CHRYSLER,PPJ,ISLAND TEAL PEARLCOAT,1996-1999,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER PR4 (S1),CHRYSLER,PR4,FLAME RED,1994-2020,1,2,CAMPAIGN MEASUREMENT,Fine
CHRYSLER PRE (S1),CHRYSLER,PRE,STRAWBERRY RED MET,1994-1998,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER PRE (S2),CHRYSLER,PRE,STRAWBERRY RED MET,1994-1998,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER PRV- (S1),CHRYSLER,PRV,DARK GARNET RED PEARLCOAT,2000-2003,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER PRV (S3),CHRYSLER,PRV,DARK GARNET RED PEARLCOAT,2000-2003,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER PS2 (S2),CHRYSLER,PS2,BRIGHT SILVER MET,1999-2020,3,2,CAMPAIGN MEASUREMENT,Coarse
CHRYSLER PSB (S1),CHRYSLER,PSB,BRIGHT SILVER MET,2000-2007,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER PSB (S2),CHRYSLER,PSB,BRIGHT SILVER MET,2000-2007,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER PUG (S1),CHRYSLER,PUG,BLACK GOLD PEARL,2013-2016,3,2,CAMPAIGN MEASUREMENT,Coarse
CHRYSLER TTK (S1),CHRYSLER,TTK,TAUPE FROST MET,1996-2002,3,2,CAMPAIGN MEASUREMENT,Coarse
CHRYSLER TTK (S2),CHRYSLER,TTK,TAUPE FROST MET,1996-2002,3,2,CAMPAIGN MEASUREMENT,Coarse
CHRYSLER PPJ (S2),CHRYSLER,PPJ,ISLAND TEAL PEARLCOAT,1996-1999,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER PLB (S1),CHRYSLER,PLB,CINNAMON GLAZE MET,1998-2002,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER PS5 (S1),CHRYSLER,PS5,SILVERSTONE MET,2000-2002,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER PS5 (S2),CHRYSLER,PS5,SILVERSTONE MET,2000-2002,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER XGR (S1),CHRYSLER,XGR,SHALE GREEN MET,2000-2006,3,2,CAMPAIGN MEASUREMENT,Coarse
CHRYSLER PPG (S1),CHRYSLER,PPG,DARK SPRUCE MET,1996-2003,3,2,CAMPAIGN MEASUREMENT,Coarse
CHRYSLER 531 (S1),CHRYSLER,531,UNIVERSE BLUE PEARL,2012-2012,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER AFM (S1),CHRYSLER,AFM,BRIGHT CACTUS GREEN MET,2002-2004,2,2,CAMPAIGN MEASUREMENT,Medium
CHRYSLER BB8 (S1),CHRYSLER,BB8,MIDNIGHT BLUE MET,2003-2020,3,2,CAMPAIGN MEASUREMENT,Coarse
CHRYSLER CYG (S1),CHRYSLER,CYG,LINEN GOLD PEARL,2004-2007,1,2,CAMPAIGN MEASUREMENT,Fine
CHRYSLER DA4 (S1),CHRYSLER,DA4,SILVER STEEL MET,2006-2010,3,2,CAMPAIGN MEASUREMENT,Coarse
CHRYSLER DT1683 (S1),CHRYSLER,DT1683,OPAL PEARL SATIN GLOW,,1,2,CAMPAIGN MEASUREMENT,Fine
CHRYSLER EVJ (S1),CHRYSLER,EVJ,DEEP CORAL RED CRYSTAL PEARL,2006-2008,3,2,CAMPAIGN MEASUREMENT,Coarse
CHRYSLER GBS (S1),CHRYSLER,GBS,DEEP WATER BLUE PEARLCOAT,2008-2016,3,2,CAMPAIGN MEASUREMENT,Coarse
CHRYSLER JUK (S1),CHRYSLER,JUK,BRONZE STAR PEARL,2011-2012,3,2,CAMPAIGN MEASUREMENT,Coarse
CHRYSLER JUS (S1),CHRYSLER,JUS,BLAZING SADDLE PEARL,2011-2019,3,2,CAMPAIGN MEASUREMENT,Coarse
